review_id,senti
6w6gMZ3iBLGcUM4RBIuifQ,2
jVVv_DA5mCDB6mediuwHAw,2
3Es8GsjkssusYgeU6_ZVpQ,2
KAkcn7oQP1xX8KsZ-XmktA,2
BZNJkkP0bXnwQ2-sCqat2Q,2
VDTIbR3G5_IPkpXbo2MutA,2
5uyYmniYyIB_wtKtyXDudQ,2
zyn_Libz9VZTZ--OdC4-tQ,2
uf61rPucuICXhSPXlZ1hIQ,2
xY2gjy49dnpQSB2RTZzqCw,2
v_uEDbK5fP1UJpkXNPwXpQ,2
j8GuxQJ_DQsSfrJNkmcACA,2
2xCds3bp0wM6nHMz3H65vg,2
UrukGX1emhSRe2fGdxdVPA,1
2_Ru_ASf75kU303rdQjFfQ,2
OZ_2Ss5H2bNxnYEcEZC0fA,2
PUY1KIrW0BY9ENb3bfv2iQ,1
0klMyorClST8NYGJqArzPQ,2
UVx5-SD8RyZu3NPRU5GwZg,0
alwn7y-xR9ZN-q4_e-n9OA,2
ElQikklZunCiyaOKR4hEaw,2
1yRSd1j8gamtcUN9lSZ3Uw,1
XW_RwDoN9StbDt0Y1pc3VA,1
LOqF4d657XomJGRKpFKlhg,1
e2YxtsZJE3w6DdNP8yMs7w,2
RRddfCx_goh5UnEIwx9HMA,0
bgLHVU09FpJ-uEOFFor6uA,2
pLkbUd2H5ducEeJPi1BPGw,2
yJFDmUvxlPRdzG7GPSAXKw,2
MsoASFxCmOOkOBOqZ80ngQ,0
52IK--CFb_PBGD_EPaMcFg,2
f5WKGxGq-XTHJXPXhrC5Cg,2
H8Q56qgKvI8bfvhVuB6tdQ,2
1C0eSe0umaGzYqck8Uh0WQ,2
Phd_OwFhKQptiVL5Tbl-Lw,1
uSoZMwdnhiegEpbXCwWATw,2
O7qgsnbzKdswwncjdJiyPw,2
hTRtkwuO8wEPhQfob-kh5w,2
hvWEpeM6B8-DfS5vpz5FDQ,2
b2REC3pxNuFWLFVhY0uUjw,2
QUTm6jM1Hrn2Uu1c7Q2WrQ,2
ifRZpPzLrInrEmZ4dGEFjA,2
aI1VlyCs-R74gQrkiBHJqQ,2
522RwFpvxPKwVcJa4C3slw,2
XQfruJc2C_HOYkEMEOdGhg,2
eNhuCSjnlUO4FsKnvwwCcA,2
0U1BqZz8XETsdzbVLTv2_g,2
cmliNQk3fUcfzmxSBt60XQ,2
QQocldIYWMrQff9MSTEKyQ,1
hJ-DBQbzez8rjzbTdQvxtw,2
k7uUTQEajb0lQejn58dtWg,2
uujhOop1gT59m6XQG-h-EQ,2
W1VCaPd82BkBELrFbk97nw,2
KzI8WstuSYFrX_-YO46gXQ,2
