review_id,senti
U3T92qNLzmGW3_Q9vxEEmA,1
wzwq7BRahDzC1-3yPx8WNA,0
q-TE__cdfgOjLt8XIxZm2g,2
_JuB5tZ0LZ4XWjVPw8NL3A,0
bVem32oJZKj9f9LYEk_6kQ,0
KOgr6rhCs3loN3jS0oEn4w,2
CmJUO-k3psjeQHFriDETyA,0
vHkyPfcNuLGerFo9g7o8vg,0
no8k9gSP54EOUQsbd9KaFg,2
RALmbMjCNvnSeSL4sULZGg,2
t3OvDiP7Bnu4y0bZj0uvKQ,0
bsTS9GqVE58AUurboF9rmA,0
plDei5bOxqxhrfhGCjZzEw,1
IFImi4qxgsVY6dy0e27bQw,2
KAf_eCgUXU4qTsdqHCgfYw,1
WytgB5J-ZuSmy8waPSsi6A,2
OsqvmKRllyz4Eyr8_9JVGA,2
uIedoR-mHwmk0UaP_tpGIQ,1
Qu-ioPibBHeF9JziaYx0Vg,0
Ys0TstwoQW_PlQW7KiNK8Q,0
bQ2r7l_TlyHEsAuwAx_2Sw,2
4l4zvKRAugzNsnS6nW-Q7Q,0
FOLtqA_UqeEqj_cklUbR8w,0
MayP6XZmO8xmjVFFTam1EA,0
ykpN2GZ3XhKAm1NaQ7vFWQ,1
doGZi_mDiqK9OPCXp8fiPQ,1
0UrFFDIK5QmaJt1UDQAnRQ,1
9WRnpULLlAfyPqkdVQL9Ww,1
E2eCL5d6UVnRgPwhxSnREw,1
f26LFWh0Kz_s_0gKfBn5gA,1
WKbtHRFMhy9dTSRcEMvS3A,1
x4JCysNyiU6p2JG3TtNhcw,1
_s2vgDJBfafjd00TKy2gnw,2
U2Ue1X64dpQ1ffb7E_YOfQ,1
Dkqnox9wjXHJrKfH6UfaYw,2
DZBOPfa60KOspwRJNPuD9Q,2
qEW11Or4xJH4V4uk95Sy9w,0
5ZVyYlWDz1cHzoggFTjXlQ,0
RX741B0fmu67Vtkcuy2vdQ,0
zefLvD42BFXEbHzEMUfiHg,2
Ua65n7emInzilknSXExtaA,2
e2hy-rLtCnkQFrwMbUhhxw,0
RRpPK--kmi2hxa924TIoYg,0
ylfXQvAn9zk1s1lbqivEFg,0
-xwD8DSLI7JjfB1gSjgy-g,0
9ZHjtLIjZAFxa3wMwWnGfw,1
gr8OBNMizhDtpk4iWihIWw,0
gkMubqT-O2jT9Sdc66sWDA,1
