review_id,senti
Fz047wm5YRzbPirye5sKpg,1
9l7-iFnUbfYRIugdT00IpQ,2
slNtMxGRwJZjcRPjtTdbdw,2
JGpCqjMHsie_AhUjL7-c6g,2
9_uI5Y35j4QNPoND3aED8g,0
jSG5D_Y4ft0w95YVennx0A,2
689NAvNJVPixoeVo3nssyg,2
-M3stG7234dEwmkBnySK9w,1
6W972Fnobm0lo8aSA6xxlw,2
AcVOeexjc5ahrkg34PAp8g,2
pU0mm21Qo13ccnrUvWbDaA,0
_nOjKgbuXQJsvKsnOzSP8A,2
V6Jou_7jbPYHTNgpbbtSMg,2
mCWHqGFk2PnSaSeavBFv-w,2
OyhVqZNoN7Xw-a9Z7jrTaw,2
ncOZPU3EfDS8_Z0ot4DDHQ,1
rgRWU7ddVjwTBJsdr-cB1w,1
XUVO75MZI83TZemSEoON6A,0
hr-JrQ_hOfgUz7XOoIxtOA,0
D4BXN_Z6y6d8euR7Wos0WA,0
B-ePvyn1_piDh5TDEIAKeQ,2
NrV0CDDrc8cSBvvyKQnC4w,2
NtXFbUw983-NwRg0c3SRGQ,0
UmUH2KNAw7lSf9uuXkxvlQ,2
EMr-jnawYhM8iTCSp4YYjw,0
aOFzJI_gEPu6BMGZ1mBuNg,2
gTPgvPu5tU5kI-m94oE2Dg,1
PMm-2yBpWdZNCTNt399qsg,2
MTOPHRVtPNmQySvKqLHeXg,2
u3V9NnhY8FO1oH1sZ8eTNQ,1
OC5ojcNKTaFRD3hH9XbsBw,0
x1STpJXNaQEVj8TM4LwfiA,2
Yi3EMz31cW33CZlvPRYx4A,2
Vchf1ESDdc-jiS7Imu8jMw,2
j8615mr57qaAXsZWC2c7Iw,2
TFcB5bBXoZRXXcK_NxWhAg,2
LaO8Wo9hQwHhO5Ca_NFUEw,2
9krvV6G10uHMvOt_bWz7uA,2
VE5rghCqrGu4I1_nwu-qdw,2
UZ96KKkQpICe-303w8BxLg,2
_L9biY9uWgwNgnsTAq0uJw,0
B5nTeDEBbZkQ81AcZr4IVA,2
6c0ELmC6E6KXenouaCNamQ,2
0NsAkdeaQZSxQh2N2OlXFw,2
m7jxLoAnbkkWZqE13TkmtA,2
jgqw_zGH2p6LtNYe-yHxJg,2
LUmVvt9hPAvjxCsUMc9D5w,2
mxKBmQfXfb-shkDgJRf0HA,2
B-B6Kef6ANc-O4o-TkngJA,2
8ba7vS2_BtCubH8xXJ5Crw,2
p2qUdIYY6n6T0to3JDf6DQ,2
ezSKZVi5ilifraHQgpl1LA,2
Z36F2GaY1UgfQhANmUHh6A,2
nxDpWaoEEOyml4mvhSZCTg,2
N6_J_wmmobo3sNldRerP5g,2
-K3Nu57NIUvTxzfa95WeGQ,2
KdTk0vX9z0VYHGWC8irLnQ,2
y6Nu0JH94x3kk6uF9QYSJw,2
dXlfmvztMtVQlGrGcm1oFw,2
CS6PG2nu2MyjRJrrLif0qQ,2
EPPBgOCuwQKQuLICHM6S8w,2
YcCLAknKx7ytCAJrzaWrnw,2
PU_lNZQVzy75WxYgnh75Bg,2
FMUhjI6642Wr5ygS8nJzAQ,2
X9Jk0T1kebm4TdRrp7dong,2
fkCQAM-AL2cMeB4O5QRP1g,2
CbW_a1ALys4sYAP_xJwZ3Q,2
5IYfiVM49BE1XflC1bE9oQ,2
Pl-4R-R8Wsc52TLi6nO0lA,2
FsdO13GsL4KargN5CJsj6w,2
J9YyZCcwJ1BOJqP-myTclQ,2
R6s41ZCnicUyvtGwWJJ-Rw,2
mnwj5vYaY17Rhyzog8qWFA,2
OZKuia0h_Y4jfTFCF9PkSA,1
LY2AWBdpl8-rx2Az-mBVyA,2
J1BnZ30uMDNXCnFQQgaHBw,2
1N1Wl76sskr-mbL5cBz2qA,2
0f2sbia8_AoS4J3KtgYmlw,2
MZZYNfseDldhDmUlkOi3FA,2
Rd_rPvn9OgN_5C6r6ZfnXg,2
KpR8cBUGnod_xXwpv-ngAA,2
spI9Wd2YSm33uxRZWh38Hw,2
l7P7T5IZP6PZUxd0tYm3_Q,2
KBj9NNhjr0Yj_rl9qpGz8g,2
OVs-4YVSwFpbnX7zDD3mXg,2
qAKdelMnSH3nBhXfKh7CyQ,2
BUtLs1BmWniAl-wPJlI19g,2
EzujVWQ6KoqGUzVhbQtzNg,2
gMwFQ2HCi_6bOPJMNc9ZTA,2
JpWHNle7Sj7qv288On9czw,2
v2eahlhXoR0llhOuaPP7fw,2
DU_dHfZThtWX9NQS3sqnqA,2
WX5G2tRQMIIGMStwU_iV_w,2
9xAXHeMlBcyNKu61SrvtMg,2
NuaC9HlpaoJz-HI2nYW5UQ,2
v5PYA6NNs8bFbttROnq7Zw,2
ggZosGzGAweSzFigmH3xJw,2
h82zq_3cU9SkPMwbnsLKaw,2
e8HF7M0VdyEpPW4q4HFRXA,2
KZa1iTJsJl7AtxM5PXFgnA,2
_I3DWwgmwnKs1wXmFpDYYQ,2
y5UhkyaZw4OUMo7UH-0RGw,2
9Tykf87iZTmhqVXi3Agi2Q,2
as-6F5bw7AJfcfIdQBtyYw,2
tWVWpyAD1KZpGeElkYP5wA,2
eebHPNFTCW7GKRqw6hur3A,2
W3mADv3FfYVahXdetDamGA,2
9mpf3LO45BxFZ-PAqhndUg,2
T277LJN0foFk8pecB_Jdbw,2
zGXlJgbUaZEH_uTXb5cbsw,2
AfwIrL5rWyAa8D5JmFDD0g,1
ZF9qr0djBBV0UyQdZPbgtQ,2
MWy9ewpUkrSB69XzYOyTaw,2
dTWgfDFJ8HXt_SoY9_e3jA,2
FN8tkAjecv2LCiAWZDsmdw,1
ft5jJV0cPLxpZzMTPRFy7g,2
Mzzuyw1ss1kuwt5b31AQKQ,2
XdNpcfCwGhN_jPTFKzGqYA,2
CEL5MWr6uPaBpLoOKncUzQ,2
j3HpJ096xmtQ08o6_2zgBw,2
kIlMlX8GmsfvmCwPXnGKyw,2
OlAomCR7zOj6IoLTkP36sA,2
tmZFHZNrAIjuij_uxReMqg,2
kCgCec_-U17npVT7rE_OGA,2
Q6djOVaj8mBXJJt2xEbXqQ,2
k08BnZe3baY4wzhxX-3YxQ,1
Y1YLzzSUJBryWlA-l_8U5g,2
